VOLUME_UP 0
VOLUME_DOWN 1
POWER 6
VOLUME_MUTE 7
BRIGHTNESS_UP 2
BRIGHTNESS_DOWN 3
NUMLOCK 10
EJECT 14

VIDEO_MIRROR 15

KEYBOARDLIGHT_OFF 23
KEYBOARDLIGHT_LOW 22
KEYBOARDLIGHT_HIGH 21

MUSIC_PREV 20
MUSIC_PLAY 16
MUSIC_NEXT 19

// Virtual KeyCode
VK__BEGIN__ 1024
VK_NONE --AUTO--
