MACBOOK 37
MACBOOK_COREDUO 38
MACBOOK_3_1 44
POWERBOOK_G4_TI 201
POWERBOOK_G4 202
POWERBOOK 207

LOGITECH_DI_NOVO_KEYBOARD 41
REALFORCE91UBK 42

JIS_MACBOOK 43
JIS_MACBOOK_2008 45
JIS_APPLE_USB_KEYBOARD 36
JIS_APPLE_USB_KEYBOARD_ALUMINUM 48
JIS_PC_USB_KEYBOARD 42
JIS_HAPPY_HACKING_KEYBOARD 40
